trader_id,side,price,qty
0,Bid,0,151
4,Bid,0,30
0,Ask,4801,200
0,Bid,0,193
0,Bid,0,28
7,Bid,0,148
6,Ask,4801,600
9,Bid,0,148
0,Bid,4801,1200
3,Ask,4801,800
5,Ask,4801,700
4,Bid,0,84
4,Bid,0,210
7,Ask,4801,1000
2,Ask,4801,1200
9,Bid,4801,300
0,Ask,4801,900
4,Bid,0,198
0,Bid,0,241
1,Bid,4801,500
8,Bid,0,175
0,Bid,0,130
0,Bid,4801,500
3,Bid,0,183
8,Bid,0,199
4,Bid,4801,2000
3,Bid,0,141
9,Bid,0,199
6,Bid,4800,1000
7,Bid,0,252
5,Ask,4800,169
2,Ask,4800,332
5,Bid,0,96
5,Bid,0,90
6,Bid,0,212
3,Bid,0,78
5,Bid,0,197
9,Bid,4800,500
0,Bid,0,87
9,Bid,4800,100
8,Ask,4800,2000
8,Ask,4800,1000
5,Bid,0,141
7,Ask,4801,100
9,Bid,4801,1000
4,Bid,4801,2000
1,Ask,4801,500
5,Bid,0,188
4,Bid,4800,100
0,Bid,4800,250
1,Bid,4800,1500
5,Bid,0,176
8,Bid,0,21
8,Bid,4801,100
8,Bid,0,104
8,Bid,4801,100
8,Ask,4801,200
5,Bid,0,192
7,Ask,4801,200
2,Ask,4801,500
7,Bid,0,214
4,Bid,4801,600
5,Ask,4801,200
4,Bid,0,246
6,Bid,0,87
3,Bid,0,35
9,Ask,4801,100
5,Ask,4801,658
8,Ask,4801,600
6,Bid,4801,1000
5,Bid,0,90
9,Ask,4801,2000
9,Bid,0,190
3,Ask,4801,100
8,Bid,0,281
9,Ask,4800,200
4,Bid,4801,9000
7,Bid,4802,200
4,Bid,0,103
4,Bid,0,109
2,Bid,0,53
2,Ask,4802,200
5,Bid,4802,200
4,Ask,4802,500
7,Bid,4802,658
7,Bid,0,303
9,Bid,0,41
2,Bid,0,9
3,Bid,0,299
0,Ask,4802,1000
5,Ask,4802,596
9,Bid,4802,2761
5,Bid,4802,200
1,Bid,0,215
4,Bid,0,90
7,Ask,4802,300
3,Bid,4802,100
5,Bid,4802,1239
8,Bid,4802,200
9,Bid,0,126
4,Bid,0,170
2,Ask,4802,684
5,Bid,0,294
3,Bid,0,250
9,Bid,0,3
9,Ask,4802,581
4,Bid,0,180
2,Ask,4802,166
4,Bid,0,236
5,Bid,0,66
5,Ask,4802,647
4,Bid,4802,1353
2,Bid,0,236
4,Bid,0,125
1,Bid,0,206
5,Ask,4802,206
6,Bid,0,112
8,Ask,4802,500
3,Bid,0,170
2,Bid,0,49
7,Bid,0,187
2,Ask,4801,300
8,Bid,0,198
0,Bid,0,2
0,Bid,0,216
9,Bid,0,239
5,Bid,0,212
1,Bid,0,117
6,Bid,0,273
7,Bid,0,28
2,Bid,0,113
1,Bid,0,12
6,Bid,0,335
2,Bid,0,244
9,Bid,4802,1000
6,Bid,0,291
8,Ask,4802,2000
6,Bid,0,247
5,Ask,4802,2000
6,Bid,0,328
5,Bid,4803,1800
4,Bid,0,79
2,Bid,4803,500
4,Bid,4803,3000
6,Bid,0,139
8,Ask,4803,1300
0,Ask,4803,1300
1,Bid,0,255
8,Bid,4803,5000
8,Bid,0,316
1,Bid,0,335
4,Bid,4803,6500
2,Bid,0,228
6,Ask,4803,5000
9,Bid,0,362
5,Bid,4803,4000
7,Bid,4803,3200
9,Bid,4803,5000
0,Bid,0,233
7,Bid,0,15
1,Bid,0,17
3,Bid,0,197
9,Bid,0,382
8,Ask,4803,1200
2,Bid,0,316
1,Bid,4803,1200
3,Ask,4803,1200
6,Bid,4803,200
0,Ask,4803,2000
2,Bid,0,149
6,Bid,4803,600
0,Ask,4803,2000
1,Ask,4803,1000
3,Bid,4803,1000
0,Ask,4803,1000
8,Bid,4803,2000
0,Bid,0,289
6,Bid,0,391
4,Bid,4803,2000
7,Bid,0,314
5,Bid,0,179
8,Ask,4803,1000
1,Bid,0,154
1,Bid,0,31
7,Ask,4803,1000
9,Bid,0,64
0,Ask,4803,200
7,Bid,0,262
3,Ask,4803,5000
9,Bid,0,334
3,Ask,4803,100
9,Bid,0,324
5,Bid,4803,2100
7,Bid,4803,900
7,Ask,4803,100
5,Ask,4802,200
1,Bid,0,329
5,Bid,4803,1300
9,Bid,4803,3000
9,Bid,0,6
4,Bid,0,119
7,Ask,4803,1300
4,Bid,0,229
1,Bid,4803,2000
2,Bid,0,168
1,Bid,4803,3200
7,Ask,4803,4100
3,Ask,4803,500
3,Bid,0,111
1,Bid,0,204
1,Bid,0,111
1,Ask,4803,2000
5,Bid,0,382
1,Bid,4803,1200
7,Bid,4803,2000
3,Bid,0,330
1,Ask,4803,2000
2,Bid,4803,3000
6,Bid,0,127
8,Bid,4803,3000
3,Bid,0,317
8,Bid,4803,139
2,Bid,0,208
6,Ask,4803,200
0,Bid,4802,100
8,Bid,4803,1000
1,Ask,4803,1000
2,Ask,4803,2000
1,Bid,0,231
8,Ask,4803,1000
1,Bid,0,421
0,Bid,4803,2000
7,Bid,0,93
6,Bid,0,222
6,Bid,0,294
8,Ask,4803,5000
4,Ask,4803,5000
8,Bid,0,46
4,Bid,0,260
8,Bid,0,100
9,Ask,4803,500
0,Bid,0,317
9,Bid,0,207
5,Bid,4803,500
3,Bid,4803,1300
7,Ask,4803,1300
4,Bid,0,428
1,Bid,4803,5000
0,Bid,4803,3000
8,Ask,4803,400
7,Bid,0,473
3,Ask,4803,500
9,Bid,4803,200
4,Ask,4803,200
3,Bid,0,283
8,Bid,0,284
7,Bid,0,417
9,Bid,4803,2000
1,Ask,4803,500
9,Bid,4803,1000
5,Bid,0,180
4,Ask,4804,200
4,Ask,4803,1000
0,Ask,4804,166
2,Bid,0,160
1,Bid,4804,100
8,Bid,0,251
6,Ask,4804,225
6,Bid,0,32
9,Bid,4804,800
6,Ask,4804,400
9,Bid,0,85
2,Bid,0,42
2,Bid,4805,3000
7,Bid,0,241
9,Bid,0,438
3,Bid,4805,5000
1,Ask,4805,3800
7,Bid,0,184
7,Bid,0,160
5,Bid,4805,1000
4,Ask,4805,100
1,Bid,4805,1000
1,Bid,0,299
0,Bid,0,101
9,Bid,4804,1200
9,Bid,4804,1000
0,Bid,0,504
0,Bid,0,284
8,Bid,4804,700
2,Bid,0,273
3,Bid,0,254
1,Bid,0,339
2,Bid,0,356
4,Bid,4804,100
1,Bid,0,11
9,Ask,4804,1000
3,Bid,0,371
7,Bid,0,221
8,Ask,4804,2000
5,Ask,4804,2500
5,Bid,0,359
4,Bid,4804,100
5,Ask,4804,2800
6,Ask,4804,700
6,Bid,0,165
8,Bid,0,244
6,Bid,0,237
6,Ask,4804,300
6,Bid,0,234
0,Bid,0,421
3,Ask,4804,1000
5,Bid,0,182
2,Ask,4804,500
9,Bid,0,65
6,Bid,4804,400
2,Ask,4804,600
1,Ask,4804,1400
5,Ask,4804,500
4,Bid,0,161
8,Bid,4804,800
9,Bid,0,109
6,Ask,4804,100
2,Bid,0,217
7,Bid,0,545
7,Bid,4804,2000
6,Bid,0,275
5,Bid,0,206
3,Ask,4804,1000
2,Ask,4804,1000
0,Bid,4804,400
4,Bid,0,49
7,Ask,4804,100
2,Ask,4804,200
1,Bid,0,130
1,Ask,4803,100
0,Ask,4804,15000
7,Bid,0,35
0,Bid,4804,100
0,Bid,4804,200
2,Bid,0,120
2,Bid,0,313
8,Bid,0,120
4,Bid,0,316
0,Bid,0,232
7,Bid,0,366
9,Bid,0,101
8,Bid,0,456
1,Bid,0,479
3,Bid,0,165
7,Bid,4803,1000
2,Bid,4803,1000
9,Bid,4803,2100
2,Bid,4803,3000
2,Bid,0,246
1,Bid,0,147
8,Bid,0,265
8,Ask,4803,1900
2,Bid,0,249
9,Ask,4804,1000
0,Bid,4804,400
5,Ask,4804,200
7,Ask,4804,100
3,Bid,0,269
0,Bid,0,279
5,Bid,0,100
1,Ask,4804,1000
1,Bid,0,372
2,Bid,0,364
8,Bid,4804,200
5,Bid,0,256
8,Ask,4804,6700
1,Bid,4804,2000
7,Ask,4804,100
9,Bid,0,214
8,Ask,4804,900
6,Ask,4804,200
9,Bid,0,73
6,Bid,0,164
2,Bid,4804,100
4,Bid,4804,100
9,Bid,0,31
0,Bid,4804,300
8,Bid,0,225
3,Bid,0,140
5,Ask,4804,300
4,Ask,4804,200
4,Ask,4804,5000
4,Bid,4804,6000
7,Bid,0,127
1,Bid,0,129
3,Bid,0,31
8,Ask,4804,1000
1,Bid,0,399
8,Bid,0,357
0,Ask,4804,1000
0,Bid,0,299
5,Bid,0,229
3,Bid,0,43
9,Ask,4805,500
5,Ask,4805,200
0,Bid,0,261
8,Bid,0,414
3,Bid,0,114
2,Bid,0,526
9,Bid,0,308
0,Bid,0,401
2,Bid,0,587
5,Bid,0,415
6,Ask,4805,1000
3,Bid,0,224
8,Ask,4805,500
8,Bid,0,287
7,Bid,4805,1000
0,Bid,0,475
6,Ask,4805,2000
5,Ask,4805,500
5,Bid,0,9
1,Ask,4804,500
7,Bid,4804,500
6,Bid,4804,2800
0,Bid,4804,1000
1,Bid,4804,1000
9,Bid,0,541
1,Ask,4804,1000
2,Bid,0,6
6,Bid,4804,200
9,Ask,4804,200
9,Bid,0,172
9,Bid,0,119
5,Bid,4804,1754
5,Bid,0,301
9,Bid,0,406
2,Ask,4804,600
9,Bid,0,5
6,Bid,0,252
4,Ask,4804,100
8,Bid,4804,500
0,Bid,0,480
1,Bid,0,295
0,Bid,0,569
4,Bid,0,651
7,Bid,0,610
1,Bid,0,400
7,Ask,4804,1000
2,Bid,0,623
8,Bid,4804,500
4,Bid,0,37
5,Bid,4804,600
4,Bid,0,366
4,Ask,4803,10000
9,Bid,0,99
8,Bid,4804,375
8,Bid,0,309
0,Bid,0,71
3,Bid,0,256
4,Bid,0,10
3,Bid,0,506
7,Bid,4804,100
4,Bid,0,336
5,Bid,0,370
9,Bid,0,567
7,Ask,4804,100
4,Bid,0,409
5,Bid,0,272
2,Bid,0,167
7,Bid,4805,2000
3,Ask,4805,1200
3,Bid,4804,100
4,Ask,4805,1700
2,Ask,4805,400
6,Bid,0,278
3,Bid,4805,200
6,Ask,4805,100
2,Ask,4805,100
3,Bid,0,429
4,Bid,4805,100
4,Bid,4806,2600
7,Bid,0,376
1,Ask,4805,702
6,Bid,0,383
9,Ask,4805,100
9,Bid,0,113
1,Bid,0,687
1,Bid,4805,100
7,Bid,0,565
3,Bid,0,98
4,Bid,0,168
0,Bid,0,659
1,Ask,4805,900
8,Bid,0,99
4,Bid,0,47
7,Ask,4805,2806
0,Bid,0,654
8,Bid,4805,7500
8,Bid,0,575
4,Bid,4805,2000
9,Bid,0,520
6,Ask,4805,100
3,Bid,0,270
3,Bid,4805,100
0,Bid,4805,600
6,Bid,0,16
5,Bid,0,450
8,Bid,0,596
7,Bid,0,315
6,Bid,0,630
7,Ask,4805,1000
4,Bid,4805,225
5,Ask,4804,1000
2,Bid,0,620
1,Bid,4805,200
2,Bid,0,96
0,Bid,0,20
4,Ask,4805,500
0,Bid,0,447
9,Ask,4805,300
4,Ask,4805,300
4,Ask,4805,1438
0,Bid,4805,100
3,Ask,4806,351
9,Bid,0,79
0,Bid,0,490
2,Ask,4806,100
5,Bid,0,459
0,Bid,4805,6764
6,Bid,4805,100
9,Bid,0,203
4,Bid,0,733
1,Bid,4806,400
5,Bid,4806,500
6,Bid,0,387
4,Ask,4806,500
4,Ask,4806,500
0,Bid,4806,200
8,Bid,0,741
8,Bid,4806,500
3,Ask,4806,900
9,Bid,0,763
7,Bid,4806,100
1,Ask,4806,2800
7,Ask,4806,500
4,Bid,4806,100
9,Bid,0,205
1,Ask,4806,100
6,Ask,4806,100
4,Ask,4806,100
5,Ask,4806,100
0,Bid,4806,100
5,Bid,0,34
1,Bid,0,609
0,Bid,0,673
5,Bid,0,537
5,Bid,0,105
2,Bid,0,668
6,Bid,4806,400
4,Bid,0,372
7,Bid,4806,200
8,Bid,0,500
3,Bid,0,667
9,Bid,0,716
9,Bid,4806,200
3,Bid,0,684
6,Bid,0,204
1,Ask,4806,500
7,Ask,4807,800
7,Bid,0,248
8,Ask,4806,5000
3,Ask,4806,4300
4,Bid,0,611
8,Bid,4807,100
7,Ask,4806,196
0,Bid,0,412
1,Bid,0,460
5,Bid,0,515
5,Bid,4806,500
6,Bid,0,606
1,Bid,4806,500
6,Bid,0,496
5,Bid,0,219
1,Bid,0,669
7,Bid,4807,200
9,Ask,4807,2000
9,Bid,0,535
7,Bid,4807,2000
4,Bid,0,652
5,Bid,4807,200
9,Bid,0,623
2,Bid,0,685
4,Bid,0,655
9,Bid,0,549
3,Bid,0,500
0,Bid,0,60
5,Bid,0,253
8,Ask,4807,242
8,Bid,0,516
9,Bid,0,496
3,Ask,4807,1200
3,Ask,4807,200
4,Bid,0,4
1,Ask,4807,1000
2,Bid,0,134
5,Bid,0,137
6,Ask,4807,500
2,Bid,0,754
7,Bid,0,180
2,Bid,4807,1000
7,Ask,4807,1200
0,Bid,0,70
7,Bid,0,438
9,Bid,4807,100
1,Bid,0,453
6,Bid,0,180
3,Bid,4808,200
0,Bid,0,25
0,Ask,4808,100
3,Bid,0,381
1,Bid,0,734
6,Bid,0,765
0,Ask,4807,1500
2,Bid,4807,1945
9,Bid,0,710
0,Bid,0,118
0,Bid,0,776
0,Bid,4808,800
5,Bid,0,221
5,Ask,4808,200
4,Bid,0,154
2,Bid,0,771
3,Bid,0,45
8,Bid,0,340
8,Ask,4808,200
6,Bid,4808,200
3,Bid,0,353
1,Bid,0,39
9,Ask,4808,2000
1,Bid,0,491
1,Ask,4808,200
0,Bid,0,416
0,Ask,4808,505
0,Ask,4808,200
1,Bid,4808,438
8,Ask,4807,100
6,Ask,4808,200
3,Bid,4808,200
3,Bid,0,447
8,Ask,4808,1000
3,Bid,0,823
3,Ask,4808,200
6,Bid,4808,10000
0,Ask,4808,200
0,Bid,0,515
6,Ask,4809,1000
4,Ask,4809,200
6,Ask,4809,2000
7,Bid,0,520
1,Bid,4809,1000
7,Ask,4809,1000
9,Bid,0,340
0,Bid,0,254
6,Bid,0,554
1,Bid,0,657
7,Bid,0,566
4,Bid,0,719
5,Ask,4809,400
0,Ask,4809,700
3,Bid,0,33
6,Ask,4809,1000
2,Bid,0,782
8,Bid,4809,500
5,Bid,4809,500
2,Bid,0,892
0,Bid,0,157
1,Ask,4809,1200
9,Bid,4809,238
4,Ask,4809,1700
7,Ask,4809,1000
2,Bid,0,462
0,Bid,0,837
1,Ask,4810,100
5,Bid,0,757
1,Ask,4810,400
2,Ask,4810,200
8,Bid,0,644
3,Bid,4809,3750
7,Ask,4809,1500
6,Bid,0,19
1,Bid,0,801
2,Ask,4809,1000
1,Bid,0,751
1,Bid,0,353
6,Bid,0,504
0,Bid,4809,1000
2,Bid,0,682
8,Bid,4809,500
3,Ask,4809,1000
4,Bid,0,754
7,Bid,0,395
2,Bid,4809,2000
9,Bid,0,49
5,Bid,4809,2000
9,Ask,4809,100
8,Bid,0,668
9,Bid,0,190
9,Bid,0,574
2,Ask,4809,700
3,Bid,4810,1000
0,Bid,0,657
1,Bid,0,344
5,Bid,4809,348
9,Bid,0,805
6,Bid,4809,2000
5,Ask,4809,2000
0,Bid,0,166
7,Bid,0,262
2,Bid,0,510
2,Ask,4810,200
3,Bid,0,100
3,Bid,0,686
7,Bid,4810,100
7,Bid,4810,400
6,Ask,4810,400
7,Bid,0,555
7,Bid,0,839
0,Ask,4810,2516
6,Bid,4810,100
7,Bid,4810,1000
0,Ask,4810,500
5,Ask,4810,1000
4,Bid,4810,500
8,Bid,0,888
8,Ask,4810,9000
7,Bid,0,547
2,Ask,4810,300
3,Ask,4810,2300
1,Bid,4810,1000
9,Bid,0,379
6,Ask,4810,1000
6,Ask,4810,500
3,Bid,4810,595
7,Ask,4810,1000
2,Bid,0,613
0,Bid,0,248
7,Bid,0,651
4,Bid,0,919
0,Bid,4810,169
0,Bid,4810,100
4,Bid,4810,1000
8,Bid,4810,1000
6,Ask,4810,231
5,Bid,4810,2000
1,Ask,4810,1000
5,Bid,4810,1000
3,Ask,4810,1000
8,Ask,4810,500
5,Bid,0,15
8,Bid,0,86
3,Bid,0,277
7,Ask,4810,500
9,Bid,0,116
7,Bid,0,633
9,Ask,4810,1000
0,Bid,0,701
2,Bid,0,665
2,Bid,0,752
2,Bid,4810,200
8,Bid,4810,2000
6,Bid,0,127
1,Bid,0,621
5,Bid,0,294
8,Bid,0,208
8,Bid,0,346
1,Ask,4810,100
7,Bid,4810,2000
4,Bid,0,220
8,Bid,0,668
1,Ask,4810,5000
3,Bid,0,840
1,Ask,4810,2800
9,Bid,0,928
0,Bid,4810,1000
6,Ask,4810,200
0,Bid,0,916
3,Ask,4810,100
9,Bid,4810,100
3,Bid,4810,100
5,Bid,4810,2600
7,Ask,4811,700
0,Bid,0,359
2,Ask,4811,4100
2,Bid,0,352
9,Bid,0,605
7,Bid,0,768
4,Ask,4811,4100
1,Bid,4811,3000
4,Ask,4811,2400
4,Bid,4811,1300
9,Ask,4811,1300
3,Bid,4811,1300
2,Bid,4811,1300
6,Bid,4811,5000
3,Bid,0,137
3,Bid,0,286
4,Ask,4811,2072
7,Bid,0,299
3,Bid,0,154
8,Ask,4811,400
8,Bid,0,175
9,Bid,0,603
3,Bid,0,542
6,Bid,0,113
0,Bid,4811,800
4,Bid,0,368
0,Ask,4811,1000
1,Bid,0,462
8,Ask,4811,1000
7,Bid,4811,1000
0,Bid,0,173
6,Bid,0,998
4,Bid,4810,1700
3,Ask,4811,100
2,Bid,4810,300
7,Bid,4811,2500
7,Bid,0,687
9,Bid,0,996
6,Bid,0,76
7,Bid,4811,1800
0,Bid,0,274
6,Ask,4811,400
0,Bid,0,314
2,Bid,0,269
0,Bid,0,423
3,Bid,4811,2000
6,Bid,0,172
6,Bid,0,828
7,Ask,4811,1000
0,Bid,0,432
6,Bid,0,442
0,Ask,4811,2000
4,Bid,4811,600
4,Bid,0,98
6,Ask,4811,1000
8,Bid,0,637
2,Bid,0,313
6,Bid,4811,1200
5,Bid,0,777
5,Bid,0,922
1,Bid,0,235
6,Bid,0,175
2,Bid,4811,1700
7,Bid,4811,200
9,Ask,4811,500
4,Bid,0,918
2,Ask,4811,9300
4,Bid,0,926
1,Bid,0,628
7,Bid,0,282
0,Bid,0,936
6,Bid,0,5
8,Ask,4811,1438
3,Bid,4812,3000
1,Bid,4812,3862
8,Bid,0,427
7,Bid,0,792
7,Ask,4811,200
0,Bid,0,954
2,Bid,4811,1000
6,Bid,4811,100
3,Bid,0,105
8,Ask,4811,500
5,Bid,0,1034
6,Bid,0,553
9,Bid,4811,3000
2,Bid,4812,2000
3,Bid,4811,300
7,Bid,4811,2000
8,Bid,4811,300
7,Bid,0,214
3,Bid,4811,1000
0,Bid,4811,1000
6,Bid,0,226
6,Bid,0,210
9,Ask,4811,200
5,Ask,4811,1052
5,Bid,0,88
4,Bid,0,630
5,Ask,4811,600
1,Ask,4811,400
3,Ask,4811,700
3,Bid,0,627
0,Ask,4811,500
8,Ask,4811,500
4,Bid,0,742
2,Bid,0,175
2,Bid,0,317
8,Bid,4810,653
4,Bid,0,255
4,Bid,0,940
6,Bid,0,230
2,Bid,0,337
3,Bid,0,854
5,Bid,0,119
9,Ask,4810,500
4,Bid,0,560
9,Bid,4810,595
9,Bid,4810,100
6,Bid,4810,5000
1,Ask,4810,5000
8,Bid,4810,800
1,Bid,0,955
5,Bid,0,286
0,Ask,4810,2000
3,Ask,4810,2000
9,Bid,0,467
1,Bid,4810,1000
6,Bid,4810,2000
8,Ask,4810,600
2,Ask,4810,2000
1,Bid,4810,1200
7,Ask,4810,100
5,Bid,4810,4000
4,Bid,0,621
7,Bid,0,625
9,Bid,4810,3000
9,Bid,4810,2000
8,Bid,0,461
0,Bid,0,455
8,Bid,0,411
7,Bid,4810,10000
1,Bid,4810,1000
2,Ask,4810,1000
9,Bid,0,385
1,Bid,0,22
0,Bid,0,1120
8,Ask,4810,100
2,Ask,4810,595
9,Bid,4810,100
8,Bid,0,314
3,Bid,0,450
5,Bid,0,290
0,Bid,0,308
7,Bid,0,912
9,Bid,4810,100
9,Bid,4810,100
5,Ask,4810,500
1,Bid,4810,100
9,Bid,0,815
8,Bid,0,161
0,Bid,4810,100
0,Bid,0,321
0,Bid,0,983
7,Bid,0,844
4,Bid,0,158
2,Bid,0,529
0,Bid,0,1150
4,Bid,0,1003
9,Bid,4810,106
2,Bid,0,931
7,Ask,4809,200
8,Bid,4810,100
2,Bid,4809,400
3,Bid,0,1072
8,Bid,0,145
7,Bid,4809,200
7,Ask,4809,2000
8,Bid,0,425
8,Bid,0,122
6,Ask,4809,200
0,Bid,4809,2500
3,Bid,4809,300
5,Bid,0,391
8,Bid,4809,9331
3,Bid,0,884
2,Bid,0,395
6,Bid,0,802
6,Bid,0,848
0,Bid,0,698
5,Bid,4809,1000
5,Ask,4809,100
4,Bid,4809,1600
9,Bid,0,595
9,Ask,4809,100
9,Bid,4808,500
0,Bid,4808,469
5,Ask,4809,600
1,Bid,0,856
5,Bid,0,290
1,Ask,4809,1000
5,Bid,0,267
8,Ask,4809,200
5,Bid,0,31
7,Bid,0,405
4,Bid,0,1070
0,Bid,4808,3000
6,Bid,4808,2000
9,Bid,0,367
3,Bid,4808,2969
9,Bid,0,147
4,Ask,4809,500
2,Bid,0,773
9,Ask,4809,700
8,Bid,0,364
7,Bid,0,686
0,Bid,0,569
7,Bid,0,1192
2,Bid,4809,1500
6,Ask,4809,100
8,Bid,4808,1000
9,Bid,4808,1000
4,Bid,0,332
1,Bid,4809,900
1,Ask,4809,100
4,Bid,4809,347
9,Ask,4809,1000
3,Bid,4809,1600
5,Bid,0,85
2,Bid,0,724
4,Ask,4809,200
1,Bid,4809,100
6,Bid,4809,384
3,Bid,4809,216
2,Bid,0,1237
8,Bid,0,1114
2,Ask,4809,1000
9,Bid,4809,184
8,Bid,0,854
8,Ask,4809,300
2,Ask,4809,500
8,Bid,0,888
4,Bid,0,38
1,Bid,0,91
7,Bid,4809,100
2,Bid,0,760
7,Bid,0,189
6,Bid,0,845
6,Ask,4809,716
5,Bid,0,975
0,Bid,4809,200
9,Bid,4809,184
3,Bid,0,571
9,Bid,4809,1629
9,Bid,0,1165
8,Bid,0,1036
3,Bid,0,1232
1,Bid,0,1021
0,Bid,0,1231
4,Ask,4809,110
0,Ask,4809,100
3,Ask,4809,1100
0,Bid,0,733
2,Bid,0,638
4,Ask,4809,100
0,Bid,4810,1000
6,Bid,0,321
5,Bid,0,580
8,Bid,4810,1000
8,Bid,0,1178
0,Ask,4810,1500
3,Bid,0,761
2,Ask,4810,2500
3,Bid,0,1121
2,Bid,0,962
5,Bid,4809,420
3,Bid,4809,1600
4,Ask,4809,1200
8,Bid,0,877
6,Bid,0,399
1,Bid,0,1110
1,Bid,0,592
3,Ask,4809,100
5,Ask,4809,500
4,Ask,4809,1000
6,Bid,0,163
2,Bid,0,1239
1,Bid,4809,1000
6,Bid,0,817
1,Bid,0,295
